Carrier Code,Date,Flight Number,Tail Number,Destination Airport ,Scheduled Departure Time,Actual Departure Time,Scheduled Elapsed Time(Minutes),Actual Elapsed Time(Minutes),Departure Delay(Minutes),Wheels-off Time,Taxi-out Time(Minutes),DelayCarrier(Minutes),DelayWeather(Minutes),DelayNational Aviation System(Minutes),DelaySecurity(Minutes),DelayLate Aircraft Arrival(Minutes),,,,,,,,,,,,,
WN,7/3/2015,829,N712SW,BWI,17:10,17:16,205,188,6,17:23,7,0,0,0,0,0,,,,,,,,,,,,,
WN,7/3/2015,893,N7704B,LAS,5:30,5:47,165,151,17,5:58,11,0,0,0,0,0,,,,,,,,,,,,,
WN,7/3/2015,938,N8659D,BNA,13:30,13:29,120,118,-1,13:36,7,0,0,0,0,0,,,,,,,,,,,,,
WN,7/3/2015,949,N7718B,DAL,12:30,12:38,55,48,8,12:45,7,0,0,0,0,0,,,,,,,,,,,,,
WN,7/3/2015,1017,N524SW,DAL,6:35,6:33,60,56,-2,6:42,9,0,0,0,0,0,,,,,,,,,,,,,
WN,7/3/2015,1061,N435WN,SJC,6:30,6:44,220,195,14,6:55,11,0,0,0,0,0,,,,,,,,,,,,,
WN,7/3/2015,1146,N629SW,DAL,10:30,11:05,55,52,35,11:15,10,5,0,0,0,27,,,,,,,,,,,,,
WN,7/3/2015,1249,N487WN,LAX,5:10,5:16,185,174,6,5:30,14,0,0,0,0,0,,,,,,,,,,,,,
WN,7/3/2015,1270,N8654B,LAS,11:25,11:23,165,153,-2,11:32,9,0,0,0,0,0,,,,,,,,,,,,,
WN,7/3/2015,1448,N8654B,SJC,18:35,18:31,215,209,-4,18:43,12,0,0,0,0,0,,,,,,,,,,,,,
WN,7/3/2015,1530,N637SW,DAL,21:55,22:27,55,50,32,22:35,8,0,0,0,0,27,,,,,,,,,,,,,
WN,7/3/2015,1567,N8631A,MDW,6:30,6:51,165,150,21,7:01,10,0,0,0,0,0,,,,,,,,,,,,,
WN,7/3/2015,1622,N719SW,PHX,20:05,20:01,140,128,-4,20:09,8,0,0,0,0,0,,,,,,,,,,,,,
WN,7/3/2015,1653,N943WN,MDW,15:05,15:06,150,143,1,15:16,10,0,0,0,0,0,,,,,,,,,,,,,
WN,7/3/2015,1694,N633SW,PHX,7:00,7:03,140,133,3,7:15,12,0,0,0,0,0,,,,,,,,,,,,,
WN,7/3/2015,1717,N410WN,MDW,18:15,18:16,155,149,1,18:24,8,0,0,0,0,0,,,,,,,,,,,,,
WN,7/3/2015,1818,N520SW,DAL,9:25,9:24,55,58,-1,9:36,12,0,0,0,0,0,,,,,,,,,,,,,
WN,7/3/2015,1821,N201LV,DEN,8:30,8:31,125,129,1,8:38,7,0,0,0,0,0,,,,,,,,,,,,,
WN,7/3/2015,1887,N389SW,SAN,11:30,11:40,175,161,10,11:53,13,0,0,0,0,0,,,,,,,,,,,,,
WN,7/3/2015,2018,N8637A,DEN,14:50,14:48,130,128,-2,14:58,10,0,0,0,0,0,,,,,,,,,,,,,
WN,7/3/2015,2028,N520SW,LBB,16:00,15:51,70,61,-9,15:58,7,0,0,0,0,0,,,,,,,,,,,,,
WN,7/3/2015,2072,N8318F,MCO,17:25,17:41,155,142,16,17:48,7,0,0,0,0,0,,,,,,,,,,,,,
WN,7/3/2015,2073,N793SA,DEN,10:45,10:43,130,125,-2,10:54,11,0,0,0,0,0,,,,,,,,,,,,,
WN,7/3/2015,2109,N8323C,PHX,12:30,12:28,135,128,-2,12:37,9,0,0,0,0,0,,,,,,,,,,,,,
WN,7/3/2015,2120,N8625A,BWI,6:00,6:18,200,180,18,6:28,10,0,0,0,0,0,,,,,,,,,,,,,
WN,7/3/2015,2125,N525SW,HOU,16:00,15:58,50,43,-2,16:06,8,0,0,0,0,0,,,,,,,,,,,,,
WN,7/3/2015,2249,N522SW,HOU,10:55,10:55,50,46,0,11:03,8,0,0,0,0,0,,,,,,,,,,,,,
WN,7/3/2015,2263,N480WN,DAL,18:40,19:33,55,51,53,19:42,9,0,0,0,0,49,,,,,,,,,,,,,
WN,7/3/2015,2280,N218WN,ELP,11:40,11:41,90,90,1,11:52,11,0,0,0,0,0,,,,,,,,,,,,,
WN,7/3/2015,2495,N725SW,SNA,7:30,7:30,180,168,0,7:41,11,0,0,0,0,0,,,,,,,,,,,,,
WN,7/3/2015,2876,N957WN,STL,13:25,13:25,120,118,0,13:33,8,0,0,0,0,0,,,,,,,,,,,,,
WN,7/3/2015,2950,N479WN,DAL,14:00,14:19,55,53,19,14:28,9,2,0,0,0,15,,,,,,,,,,,,,
WN,7/3/2015,3047,N8326F,LAS,20:20,20:13,165,164,-7,20:22,9,0,0,0,0,0,,,,,,,,,,,,,
WN,7/3/2015,3054,N957WN,PDX,18:45,18:45,245,239,0,18:55,10,0,0,0,0,0,,,,,,,,,,,,,
WN,7/3/2015,3304,N478WN,ATL,18:15,18:29,135,124,14,18:38,9,0,0,0,0,0,,,,,,,,,,,,,
WN,7/3/2015,3307,N429WN,HRL,9:10,9:08,60,56,-2,9:18,10,0,0,0,0,0,,,,,,,,,,,,,
WN,7/3/2015,3937,N280WN,DAL,8:20,8:18,55,53,-2,8:26,8,0,0,0,0,0,,,,,,,,,,,,,
WN,7/3/2015,4096,N629SW,BNA,5:30,5:33,120,120,3,5:44,11,0,0,0,0,0,,,,,,,,,,,,,
WN,7/3/2015,4195,N387SW,ELP,14:25,14:17,90,90,-8,14:30,13,0,0,0,0,0,,,,,,,,,,,,,
WN,7/3/2015,4787,N394SW,DEN,5:50,5:49,130,130,-1,6:02,13,0,0,0,0,0,,,,,,,,,,,,,
WN,7/3/2015,4819,N554WN,PHX,17:25,17:20,150,132,-5,17:30,10,0,0,0,0,0,,,,,,,,,,,,,
WN,7/3/2015,4913,N605SW,TPA,11:35,11:32,140,143,-3,11:41,9,0,0,0,0,0,,,,,,,,,,,,,
WN,7/3/2015,4924,N636WN,LAX,16:00,15:56,185,169,-4,16:04,8,0,0,0,0,0,,,,,,,,,,,,,
WN,7/3/2015,4927,N8633A,DCA,12:40,12:38,195,182,-2,12:47,9,0,0,0,0,0,,,,,,,,,,,,,
WN,7/3/2015,5366,N657SW,MCO,10:25,10:20,155,149,-5,10:28,8,0,0,0,0,0,,,,,,,,,,,,,
WN,7/4/2015,22,N778SW,MDW,17:35,17:35,155,148,0,17:45,10,0,0,0,0,0,,,,,,,,,,,,,
WN,7/4/2015,57,N8609A,LAX,7:25,7:23,185,176,-2,7:35,12,0,0,0,0,0,,,,,,,,,,,,,
WN,7/4/2015,113,N929WN,MCO,16:25,16:33,155,148,8,16:42,9,0,0,0,0,0,,,,,,,,,,,,,
WN,7/4/2015,153,N299WN,BWI,16:10,16:04,205,191,-6,16:12,8,0,0,0,0,0,,,,,,,,,,,,,
WN,7/4/2015,184,N632SW,DEN,13:35,13:40,135,126,5,13:51,11,0,0,0,0,0,,,,,,,,,,,,,
WN,7/4/2015,351,N515SW,DAL,7:35,7:48,55,58,13,7:58,10,13,0,3,0,0,,,,,,,,,,,,,
WN,7/4/2015,414,N622SW,ATL,6:50,6:50,135,143,0,6:57,7,0,0,0,0,0,,,,,,,,,,,,,
WN,7/4/2015,422,N361SW,LBB,13:55,13:52,70,65,-3,14:03,11,0,0,0,0,0,,,,,,,,,,,,,
WN,7/4/2015,428,N929WN,BNA,6:40,6:37,120,123,-3,6:49,12,0,0,0,0,0,,,,,,,,,,,,,
WN,7/4/2015,437,N795SW,EWR,6:45,6:46,225,206,1,6:53,7,0,0,0,0,0,,,,,,,,,,,,,
WN,7/4/2015,444,N7727A,MSY,11:45,11:45,85,80,0,11:57,12,0,0,0,0,0,,,,,,,,,,,,,
WN,7/4/2015,466,N738CB,DAL,18:40,18:36,55,50,-4,18:44,8,0,0,0,0,0,,,,,,,,,,,,,
WN,7/4/2015,598,N791SW,DEN,6:25,6:24,130,132,-1,6:35,11,0,0,0,0,0,,,,,,,,,,,,,
WN,7/4/2015,802,N7701B,DAL,14:05,14:03,55,54,-2,14:15,12,0,0,0,0,0,,,,,,,,,,,,,
WN,7/4/2015,814,N617SW,BWI,5:40,5:36,195,195,-4,5:44,8,0,0,0,0,0,,,,,,,,,,,,,
